asin,price_mean,price_max,price_min,bsr_mean,bsr_max,bsr_min,score_mean,score_max,score_min,url,upload_date
B0867TRX8K,22.95,22.95,22.95,653144.0,1041923,119863,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867TRX8K.jpg,2020-03-21
B085YPG916,16.99,16.99,16.99,653991.625,753056,544968,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YPG916.jpg,2020-03-16
B085Z6C2NB,16.95,16.95,16.95,654249.6666666666,718648,590831,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z6C2NB.jpg,2020-03-16
B086BYRCS3,18.49,18.49,18.49,654380.1666666666,723821,580830,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BYRCS3.jpg,2020-03-25
B085YSWYDD,16.99,16.99,16.99,655045.3333333333,719145,588600,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YSWYDD.jpg,2020-03-16
B086255WY5,13.5,13.5,13.5,655066.75,750093,547012,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086255WY5.jpg,2020-03-18
B08622JTB9,15.99,15.99,15.99,655795.7142857142,735523,572081,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08622JTB9.jpg,2020-03-17
B0866HR2Y5,17.99,17.99,17.99,656002.25,701348,596628,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866HR2Y5.jpg,2020-03-20
B085T73ZD4,13.99,13.99,13.99,656827.8333333334,710136,598486,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T73ZD4.jpg,2020-03-11
B0869DVJD2,19.99,19.99,19.99,657283.0,657283,657283,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869DVJD2.jpg,2020-03-23
B085Z2MWF1,16.99,16.99,16.99,657843.0,754394,551814,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z2MWF1.jpg,2020-03-16
B085V5Y6MS,15.95,15.95,15.95,657958.4,707149,612204,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V5Y6MS.jpg,2020-03-12
B0862L62SP,16.95,16.95,16.95,658464.625,728653,572776,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862L62SP.jpg,2020-03-18
B085R5CBJL,16.99,16.99,16.99,658913.0,685564,623335,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R5CBJL.jpg,2020-03-10
B086822N1V,16.74,16.99,15.99,659813.5000000001,2017268,97976,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086822N1V.jpg,2020-03-21
B0861ZRFB1,21.99,21.99,21.99,659893.0,1050442,74300,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861ZRFB1.jpg,2020-03-17
B0864YV2FC,18.49,18.49,18.49,660200.6666666666,720120,597337,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864YV2FC.jpg,2020-03-19
B085S44VPJ,16.41,16.41,16.41,660401.8,706335,612572,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085S44VPJ.jpg,2020-03-11
B085YSK1MB,16.99,16.99,16.99,662083.5,764128,551717,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YSK1MB.jpg,2020-03-16
B085SNW4T5,13.99,13.99,13.99,662126.0,711270,614016,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SNW4T5.jpg,2020-03-11
B085YQWWFW,16.99,16.99,16.99,662404.25,754461,560379,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YQWWFW.jpg,2020-03-16
B085QZCWMS,14.99,14.99,14.99,663259.0,703081,606513,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085QZCWMS.jpg,2020-03-10
B085VSHDB6,19.99,19.99,19.99,664179.1666666666,727730,596440,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085VSHDB6.jpg,2020-03-12
B0861THX8K,18.33,18.33,18.33,664216.6666666666,728694,598974,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861THX8K.jpg,2020-03-17
B0868DWYRW,17.99,17.99,17.99,664642.0,727136,596670,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868DWYRW.jpg,2020-03-22
B085X81CZZ,19.99,19.99,19.99,665959.1111111111,711452,632474,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085X81CZZ.jpg,2020-03-14
B0862M6TLW,18.49,18.49,18.49,666500.9999999999,749379,569068,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862M6TLW.jpg,2020-03-18
B08636S42S,15.99,15.99,15.99,666673.1428571428,777359,562978,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08636S42S.jpg,2020-03-18
B085XZDVVT,16.99,16.99,16.99,667131.7499999999,767008,556948,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XZDVVT.jpg,2020-03-15
B085T9N65D,18.49,18.49,18.49,668056.0,731697,603390,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T9N65D.jpg,2020-03-11
B086C7GWVJ,18.99,18.99,18.99,670175.3333333334,734856,602500,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086C7GWVJ.jpg,2020-03-25
B085XF6PS4,13.99,13.99,13.99,671057.6,741638,608956,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XF6PS4.jpg,2020-03-14
B0861ZF32X,17.99,17.99,17.99,673422.7142857142,765480,574693,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861ZF32X.jpg,2020-03-17
B085XH4JZD,18.99,18.99,18.99,673720.375,726028,608406,1.75,2.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XH4JZD.jpg,2020-03-14
B0868JZHV8,15.99,15.99,15.99,674015.8333333334,738571,601051,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868JZHV8.jpg,2020-03-22
B0866P71GC,13.95,13.95,13.95,674263.1666666667,743123,606341,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866P71GC.jpg,2020-03-20
B085R16741,13.99,13.99,13.99,674352.5,709674,624306,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R16741.jpg,2020-03-10
B08689M5W3,17.99,17.99,17.99,675206.875,759484,579556,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08689M5W3.jpg,2020-03-22
B085YMRPVK,14.99,14.99,14.99,675982.3333333333,740386,610169,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YMRPVK.jpg,2020-03-16
B0868HL1G6,18.99,18.99,18.99,676030.8,731294,615782,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868HL1G6.jpg,2020-03-22
B085X73JQR,19.99,19.99,19.99,676980.5555555555,730383,639029,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085X73JQR.jpg,2020-03-14
B085TB6G5D,17.95,17.95,17.95,680583.5,733890,624268,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085TB6G5D.jpg,2020-03-11
B0868DQHLD,16.99,16.99,16.99,681020.5,753162,607509,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868DQHLD.jpg,2020-03-22
B085Z9X27Q,16.99,16.99,16.99,681488.0,791912,576192,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z9X27Q.jpg,2020-03-16
B086224ZZL,17.99,17.99,17.99,681507.875,774548,573943,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086224ZZL.jpg,2020-03-17
B085YV8VD1,13.5,13.5,13.5,681712.6666666666,750315,612848,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YV8VD1.jpg,2020-03-16
B0866YHL5X,19.99,19.99,19.99,682194.3333333334,750826,613303,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866YHL5X.jpg,2020-03-21
B085S6DH7D,19.99,19.99,19.99,683065.0,732149,632689,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085S6DH7D.jpg,2020-03-11
B085R1XZVW,13.99,13.99,13.99,683698.75,724204,629949,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R1XZVW.jpg,2020-03-10
B086CYG1VD,16.66,16.66,16.66,683808.5,752997,610094,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CYG1VD.jpg,2020-03-25
B086982PQN,17.95,17.95,17.95,684967.6666666666,750544,611805,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086982PQN.jpg,2020-03-23
B085TN31N2,14.99,14.99,14.99,686703.5,752672,618843,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085TN31N2.jpg,2020-03-12
B0866THTHR,18.99,18.99,18.99,686862.125,792281,569367,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866THTHR.jpg,2020-03-20
B0868CK2JJ,14.99,14.99,14.99,686942.875,787490,577288,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868CK2JJ.jpg,2020-03-22
B085XV855M,16.99,16.99,16.99,687380.4285714285,774858,563401,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XV855M.jpg,2020-03-15
B0867SKTFC,18.95,18.95,18.95,688605.25,781903,583274,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867SKTFC.jpg,2020-03-21
B0864MRN6Z,18.99,18.99,18.99,688886.6666666666,760104,618680,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864MRN6Z.jpg,2020-03-19
B0861YBPWN,18.49,18.49,18.49,688919.0,761657,622730,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861YBPWN.jpg,2020-03-17
B085SBNDY3,15.95,15.95,15.95,691034.8,744617,638340,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SBNDY3.jpg,2020-03-11
B085WV6LT8,18.49,18.49,18.49,691863.1666666666,753620,626356,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WV6LT8.jpg,2020-03-13
B08681H357,14.99,14.99,14.99,692017.3333333334,785028,570441,4.444444444444445,5.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08681H357.jpg,2020-03-21
B0864VXBTY,16.99,16.99,16.99,693888.75,796933,580396,4.375,5.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864VXBTY.jpg,2020-03-19
B085YMQBTB,19.99,19.99,19.99,693913.8333333334,762484,627063,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YMQBTB.jpg,2020-03-16
B085SJMMST,17.99,17.99,17.99,694457.5555555556,1022135,52810,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SJMMST.jpg,2020-03-11
B0862H1PDX,16.95,16.95,16.95,695864.875,798656,581936,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862H1PDX.jpg,2020-03-18
B0866MYN87,14.99,14.99,14.99,696135.1666666666,763048,629917,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866MYN87.jpg,2020-03-20
B086BQKYXH,18.99,18.99,18.99,697848.8888888889,802772,592275,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BQKYXH.jpg,2020-03-24
B0861MX3M2,13.3,13.3,13.3,698372.1666666666,767053,631762,4.0,4.0,4.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861MX3M2.jpg,2020-03-17
B0867ZRCFH,13.95,13.95,13.95,700009.0,793684,593380,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867ZRCFH.jpg,2020-03-21
B0865JTZ9H,19.99,19.99,19.99,700171.375,798305,590370,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865JTZ9H.jpg,2020-03-20
B0863CPJ57,14.95,14.95,14.95,700335.375,779604,604165,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0863CPJ57.jpg,2020-03-18
B086BTDNVF,18.49,18.49,18.49,701603.0,772665,627074,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BTDNVF.jpg,2020-03-24
B0869CS82G,17.9,17.9,17.9,701763.8888888889,765641,628289,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869CS82G.jpg,2020-03-23
B0867SRM8C,16.95,16.95,16.95,702212.3750000001,802578,586569,4.375,5.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867SRM8C.jpg,2020-03-21
B085XW2S4W,14.49,14.49,14.49,703342.375,794158,599968,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XW2S4W.jpg,2020-03-15
B086FDZ6QF,17.99,17.99,17.99,703703.75,809905,584024,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086FDZ6QF.jpg,2020-03-26
B085SDR7LF,16.49,16.49,16.49,703860.0,754582,652665,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SDR7LF.jpg,2020-03-11
B0866T2LT4,18.99,18.99,18.99,704387.8333333334,770845,634896,5.0,5.0,5.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866T2LT4.jpg,2020-03-20
B0868G9MFP,14.95,14.95,14.95,705283.8888888889,814210,593866,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868G9MFP.jpg,2020-03-22
B0861RBPB1,16.99,16.99,16.99,705557.6666666666,772298,636203,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861RBPB1.jpg,2020-03-17
B085XYVW6G,13.99,13.99,13.99,705684.5,815892,618064,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XYVW6G.jpg,2020-03-15
B085WLN89X,14.99,14.99,14.99,706968.8,761927,651335,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WLN89X.jpg,2020-03-13
B0867ZVJ9Y,13.95,13.95,13.95,707383.8333333334,778474,637650,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867ZVJ9Y.jpg,2020-03-21
B085RH1VCB,15.95,15.95,15.95,710000.75,755677,648342,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085RH1VCB.jpg,2020-03-10
B085Y2LNQM,17.99,17.99,17.99,710778.5714285715,779852,635981,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y2LNQM.jpg,2020-03-15
B0868B3RCY,18.49,18.49,18.49,711289.9999999999,799147,608880,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868B3RCY.jpg,2020-03-22
B085R1KQ43,16.99,16.99,16.99,711953.25,751831,654618,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R1KQ43.jpg,2020-03-10
B0864NVXMP,19.99,19.99,19.99,713500.0,818424,597521,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864NVXMP.jpg,2020-03-19
B085Z1G9HB,18.49,18.49,18.49,715863.625,817297,598993,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z1G9HB.jpg,2020-03-16
B0864PPDWX,13.92,13.92,13.92,716383.625,795278,620589,2.25,3.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864PPDWX.jpg,2020-03-19
B086C9JHG3,14.95,14.95,14.95,717347.0,789970,642594,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086C9JHG3.jpg,2020-03-25
B0866PD2BP,17.98,17.98,17.98,718509.5000000001,807118,615218,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866PD2BP.jpg,2020-03-20
B085SQWHBM,14.99,14.99,14.99,718844.0,773465,666616,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SQWHBM.jpg,2020-03-11
B08639GP6C,13.99,13.99,13.99,719782.625,795224,658657,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08639GP6C.jpg,2020-03-18
B0868JZ1LJ,16.99,16.99,16.99,719790.0,809163,616299,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868JZ1LJ.jpg,2020-03-22
B085WM22SF,16.95,16.95,16.95,720308.0,773775,666006,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WM22SF.jpg,2020-03-13
B086D12WD7,16.9,16.9,16.9,722692.8333333333,787763,650824,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086D12WD7.jpg,2020-03-25
B0869B4SBR,19.99,19.99,19.99,722769.2222222222,823214,619677,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869B4SBR.jpg,2020-03-23
B085YWB5WS,16.99,16.99,16.99,724106.2,778053,669321,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YWB5WS.jpg,2020-03-16
B085SF7DDL,18.49,18.49,18.49,724753.25,789597,693726,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SF7DDL.jpg,2020-03-11
B0866VNB4N,13.5,13.5,13.5,724966.1250000001,832287,604986,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866VNB4N.jpg,2020-03-20
B0868G2M3P,14.95,14.95,14.95,725179.3333333334,841857,611510,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868G2M3P.jpg,2020-03-22
B085XYS6QG,14.99,14.99,14.99,725287.5,789052,657177,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XYS6QG.jpg,2020-03-15
B085XGFQMT,14.99,14.99,14.99,725659.375,824674,615429,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XGFQMT.jpg,2020-03-14
B0868DN5D5,14.99,14.99,14.99,725875.8,787352,663774,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868DN5D5.jpg,2020-03-22
B0868GJCVN,19.99,19.99,19.99,725882.75,820272,616699,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868GJCVN.jpg,2020-03-22
B08638NHQK,16.74,16.99,14.99,725898.625,822613,618821,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08638NHQK.jpg,2020-03-18
B085W6BS9R,18.49,18.49,18.49,725921.5,790266,658112,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085W6BS9R.jpg,2020-03-13
B085YSWC9P,16.99,16.99,16.99,728415.8750000001,830673,611659,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YSWC9P.jpg,2020-03-16
B08633F3TJ,13.49,13.49,13.49,728644.125,831575,612001,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08633F3TJ.jpg,2020-03-18
B085SCDWLW,14.99,14.99,14.99,728878.8,782295,675621,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SCDWLW.jpg,2020-03-11
B085SPWJ2D,17.95,17.95,17.95,729978.4,773025,683485,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SPWJ2D.jpg,2020-03-11
B0864M2WCS,13.99,13.99,13.99,730231.875,747298,703625,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864M2WCS.jpg,2020-03-19
B085WKDQD4,13.3,13.3,13.3,730571.75,768163,693677,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WKDQD4.jpg,2020-03-13
B0862SKYBF,14.99,14.99,14.99,731043.4,790834,672137,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862SKYBF.jpg,2020-03-18
B085SK8WGL,18.85,18.85,18.85,731368.1111111111,801910,699359,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SK8WGL.jpg,2020-03-11
B085WTN25Z,18.49,18.49,18.49,731676.6,809536,661802,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WTN25Z.jpg,2020-03-13
B085WW4BBR,16.95,16.95,16.95,731897.0,807209,662665,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WW4BBR.jpg,2020-03-14
B085SBL16K,14.99,14.99,14.99,731984.2,784788,680017,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SBL16K.jpg,2020-03-11
B085T6N5VT,17.99,17.99,17.99,732397.8333333334,792487,670203,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T6N5VT.jpg,2020-03-11
B085T3D7FR,16.99,16.99,16.99,732714.6666666666,800387,661002,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T3D7FR.jpg,2020-03-11
B085RH2YDL,15.9,15.9,15.9,733412.5,778220,674544,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085RH2YDL.jpg,2020-03-10
B085W2M3RQ,17.99,17.99,17.99,733428.6666666667,796605,667770,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085W2M3RQ.jpg,2020-03-13
B086243671,14.99,14.99,14.99,735975.5,810526,662727,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086243671.jpg,2020-03-17
B085WSFP4B,15.99,15.99,15.99,737670.8333333334,801661,669606,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WSFP4B.jpg,2020-03-13
