asin,price_mean,price_max,price_min,bsr_mean,bsr_max,bsr_min,score_mean,score_max,score_min,url,upload_date
B086BXL1FH,16.99,16.99,16.99,320224.22222222225,439114,54791,4.444444444444445,5.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BXL1FH.jpg,2020-03-24
B085YWD97J,16.99,16.99,16.99,320496.8333333334,419528,218469,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YWD97J.jpg,2020-03-16
B0861ZR33X,21.99,21.99,21.99,320650.0,412495,220463,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861ZR33X.jpg,2020-03-17
B0868FYS6T,18.95,18.95,18.95,321771.1666666666,357434,278208,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868FYS6T.jpg,2020-03-22
B085WQH9XW,16.95,16.95,16.95,322846.0,359255,281317,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WQH9XW.jpg,2020-03-13
B08683BHLG,17.7,19.95,13.95,323451.625,458561,149430,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08683BHLG.jpg,2020-03-21
B0865JQ917,16.99,16.99,16.99,323886.14285714284,464535,35428,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865JQ917.jpg,2020-03-19
B0868G82TK,14.99,14.99,14.99,323912.8333333334,385705,244472,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868G82TK.jpg,2020-03-22
B085SPKCJD,19.99,19.99,19.99,323936.4,351571,293283,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SPKCJD.jpg,2020-03-11
B086BSQ1BM,16.49,16.49,16.49,324384.8333333333,399881,232799,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BSQ1BM.jpg,2020-03-24
B0864JBSQ6,16.96,16.96,16.96,324796.37499999994,591645,137469,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864JBSQ6.jpg,2020-03-19
B085SJKGXJ,18.49,18.49,18.49,325036.0,444718,273014,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SJKGXJ.jpg,2020-03-11
B086CSCBJ8,19.99,19.99,19.99,325364.55555555556,489442,149975,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CSCBJ8.jpg,2020-03-25
B085QYPZLH,19.99,19.99,19.99,327100.0,396866,231263,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085QYPZLH.jpg,2020-03-10
B0866QNJP7,19.11875,19.95,13.3,327381.125,777658,90771,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866QNJP7.jpg,2020-03-20
B0869FV3J8,19.99,19.99,19.99,327818.0,352855,302291,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869FV3J8.jpg,2020-03-23
B089P89JXT,16.99,16.99,16.99,327871.0,438032,208453,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089P89JXT.jpg,2020-06-04
B085V1V4X7,14.99,14.99,14.99,328500.2,659890,69121,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V1V4X7.jpg,2020-03-12
B085XLDJR8,16.99,16.99,16.99,329645.625,399914,227029,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XLDJR8.jpg,2020-03-15
B089LS6W4M,19.99,19.99,19.99,329831.0,374503,278556,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LS6W4M.jpg,2020-06-02
B085YWVND8,19.99,19.99,19.99,330017.875,815398,85438,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YWVND8.jpg,2020-03-16
B085R8QMN7,19.49,19.49,19.49,330021.0,398451,234199,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R8QMN7.jpg,2020-03-10
B086BT96Y9,18.49,18.49,18.49,330176.55555555556,463552,120009,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BT96Y9.jpg,2020-03-24
B0861WR2FN,17.89,17.89,17.89,330726.5714285714,385760,253085,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861WR2FN.jpg,2020-03-17
B089NKG8H2,16.99,16.99,16.99,331150.8333333333,440892,211669,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NKG8H2.jpg,2020-06-03
B085XF1TVG,25.0,25.0,25.0,331241.6666666666,431621,223514,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XF1TVG.jpg,2020-03-14
B089NL9DD4,13.95,13.95,13.95,331665.0,437051,213840,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NL9DD4.jpg,2020-06-03
B0866P6987,14.99,14.99,14.99,331749.8333333333,423222,231299,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866P6987.jpg,2020-03-20
B0867WZVSM,19.99,19.99,19.99,332205.75,453573,167607,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867WZVSM.jpg,2020-03-21
B089LDM9MY,17.99,17.99,17.99,332917.6666666667,443924,215431,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LDM9MY.jpg,2020-06-02
B089NJ9N2R,17.99,17.99,17.99,333065.6666666667,442312,221522,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NJ9N2R.jpg,2020-06-03
B085V7FLP6,19.99,19.99,19.99,333091.4,393976,266911,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V7FLP6.jpg,2020-03-12
B0867NMRQ6,18.49,18.49,18.49,333327.0,432752,229866,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867NMRQ6.jpg,2020-03-21
B08624VFMH,14.99,14.99,14.99,333451.5,375225,285797,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08624VFMH.jpg,2020-03-18
B0865M6YPN,19.99,19.99,19.99,333517.6666666666,402287,250458,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865M6YPN.jpg,2020-03-20
B085XSM4VK,18.49,18.49,18.49,334441.0,436820,229764,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XSM4VK.jpg,2020-03-15
B089NFGYY7,18.49,18.49,18.49,334655.1666666667,438574,223647,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NFGYY7.jpg,2020-06-03
B089PG15QF,15.95,15.95,15.95,335410.0,439756,216933,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089PG15QF.jpg,2020-06-04
B089MVPRVL,15.99,15.99,15.99,335442.8333333334,444295,223918,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MVPRVL.jpg,2020-06-03
B0867RQHRW,13.99,13.99,13.99,335478.875,405284,231567,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867RQHRW.jpg,2020-03-21
B086BNZLY7,14.95,14.95,14.95,336043.1111111111,958907,97402,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BNZLY7.jpg,2020-03-24
B089NXPV7K,13.8,13.8,13.8,337070.5,441835,219273,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NXPV7K.jpg,2020-06-04
B086CGK3FZ,16.865,17.99,14.99,338425.0,800170,67649,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CGK3FZ.jpg,2020-03-25
B085VBMQQS,17.99,17.99,17.99,339128.5,443488,229025,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085VBMQQS.jpg,2020-03-12
B0861K7HXZ,16.79,16.99,15.99,341275.4,1033375,84515,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861K7HXZ.jpg,2020-03-17
B085T32SVK,18.95,18.95,18.95,342137.2,380504,298612,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T32SVK.jpg,2020-03-11
B089NBHVS8,15.99,15.99,15.99,342465.0,450372,230656,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NBHVS8.jpg,2020-06-03
B0864ZG6QC,16.99,16.99,16.99,342494.6666666667,413894,256734,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864ZG6QC.jpg,2020-03-19
B085WHW9TQ,14.99,14.99,14.99,342734.8,369898,312696,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WHW9TQ.jpg,2020-03-13
B085VGJ7NC,18.99,18.99,18.99,344265.6666666667,391829,283265,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085VGJ7NC.jpg,2020-03-12
B089LJBBTZ,18.83,18.83,18.83,344422.5,452046,232570,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LJBBTZ.jpg,2020-06-02
B0862Q1LZR,15.99,15.99,15.99,344818.5,476365,174169,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862Q1LZR.jpg,2020-03-18
B085YT8TLK,19.99,19.99,19.99,345845.25000000006,480036,175286,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YT8TLK.jpg,2020-03-16
B0866J9C5W,13.99,13.99,13.99,346911.50000000006,408021,262906,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866J9C5W.jpg,2020-03-20
B086CSBMN5,18.99,18.99,18.99,347318.8333333333,446110,231109,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CSBMN5.jpg,2020-03-25
B089LG6G6V,19.99,19.99,19.99,347669.1666666667,458009,235078,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LG6G6V.jpg,2020-06-02
B085WPNSG7,16.9,16.9,16.9,348551.2,704381,71624,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WPNSG7.jpg,2020-03-13
B089M94K7R,14.49,14.49,14.49,348770.0,454061,234905,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089M94K7R.jpg,2020-06-03
B08633G4DR,21.99,21.99,21.99,348796.3333333333,390549,301437,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08633G4DR.jpg,2020-03-18
B0869H7S4Q,15.99,15.99,15.99,349226.3333333333,457233,230369,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869H7S4Q.jpg,2020-03-24
B089MWK2SX,18.99,18.99,18.99,350316.8333333333,456068,237189,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MWK2SX.jpg,2020-06-03
B0862P4C2X,17.99,17.99,17.99,350633.25,440457,212506,4.375,5.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0862P4C2X.jpg,2020-03-18
B0868H8V9Q,21.99,21.99,21.99,351254.87500000006,394226,297071,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868H8V9Q.jpg,2020-03-22
B085VKPJSV,18.49,18.49,18.49,351980.6666666667,407034,286051,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085VKPJSV.jpg,2020-03-12
B0869X9T9P,19.99,19.99,19.99,352401.1666666666,453058,235187,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869X9T9P.jpg,2020-03-24
B0869DVS52,13.99,13.99,13.99,352463.77777777775,418849,274895,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869DVS52.jpg,2020-03-23
B089N5772D,16.99,16.99,16.99,353293.5,458579,240130,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089N5772D.jpg,2020-06-03
B085R6ZP6B,17.95,17.95,17.95,354825.25,382714,310011,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R6ZP6B.jpg,2020-03-10
B0866129H1,19.99,19.99,19.99,354880.0,532931,71275,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866129H1.jpg,2020-03-20
B0861JDWF6,17.95,17.95,17.95,355113.25,978759,90271,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861JDWF6.jpg,2020-03-17
B0863G2G6N,15.99,15.99,15.99,355233.0,405915,294366,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0863G2G6N.jpg,2020-03-18
B089N42W9V,18.49,18.49,18.49,355417.3333333334,455962,243016,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089N42W9V.jpg,2020-06-03
B089LGCJ83,13.74,14.99,13.49,355939.1666666666,465778,235812,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LGCJ83.jpg,2020-06-02
B085XYTN8V,14.99,14.99,14.99,356034.6666666667,415310,287208,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XYTN8V.jpg,2020-03-15
B08681QJNK,17.99,17.99,17.99,356877.28571428574,615601,33120,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08681QJNK.jpg,2020-03-22
B085WRJD25,17.99,17.99,17.99,357170.8,383340,330020,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WRJD25.jpg,2020-03-13
B085TGRFX3,16.95,16.95,16.95,358113.8333333333,470584,54427,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085TGRFX3.jpg,2020-03-12
B085XVLD2L,14.99,14.99,14.99,358150.71428571426,403042,276700,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XVLD2L.jpg,2020-03-15
B089M784DH,17.99,17.99,17.99,359657.4,444964,266243,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089M784DH.jpg,2020-06-03
B086CFQXGB,16.99,16.99,16.99,359981.87499999994,506026,175564,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CFQXGB.jpg,2020-03-25
B0864G959S,18.49,18.49,18.49,360302.00000000006,508744,198953,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864G959S.jpg,2020-03-19
B086DG39KM,17.767777777777777,17.99,16.99,360398.3333333333,844431,106330,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086DG39KM.jpg,2020-03-25
B0869DJR7J,14.99,14.99,14.99,360788.44444444444,462520,231154,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869DJR7J.jpg,2020-03-23
B089N5M65K,17.99,17.99,17.99,361232.5,468519,247187,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089N5M65K.jpg,2020-06-03
B0867NWGMY,19.49,19.49,19.49,361405.375,411838,297211,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0867NWGMY.jpg,2020-03-21
B085SQ1Q7L,19.95,19.95,19.95,363008.4,399202,322917,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SQ1Q7L.jpg,2020-03-11
B086FGMQN7,13.39,13.39,13.39,363123.3333333334,454293,258968,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086FGMQN7.jpg,2020-03-26
B0869DTZJ9,17.49,17.49,17.49,363177.8333333334,461466,244844,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869DTZJ9.jpg,2020-03-23
B0866N2SMF,19.99,19.99,19.99,363374.6666666667,427487,288835,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866N2SMF.jpg,2020-03-20
B085ZHXFDH,22.99,22.99,22.99,363625.875,886788,71691,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085ZHXFDH.jpg,2020-03-16
B086CM3MH7,19.99,19.99,19.99,364534.55555555556,552124,98235,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CM3MH7.jpg,2020-03-25
B085WGQBR5,13.39,13.39,13.39,365095.6,446117,276596,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WGQBR5.jpg,2020-03-13
B085YW367V,19.24,19.99,16.99,366449.25,882860,84120,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YW367V.jpg,2020-03-16
B085T88ZWY,17.99,17.99,17.99,366724.3333333334,412485,313659,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085T88ZWY.jpg,2020-03-11
B085WRG9ZD,16.95,16.95,16.95,368362.5,427009,306930,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WRG9ZD.jpg,2020-03-13
B086CK22F7,17.9,17.9,17.9,368423.2,426521,300286,4.0,4.0,4.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CK22F7.jpg,2020-03-25
B085RHRR3H,19.49,19.49,19.49,368716.2,429906,297462,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085RHRR3H.jpg,2020-03-10
B0868ZVGWJ,18.49,18.49,18.49,369825.1111111111,785440,52928,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868ZVGWJ.jpg,2020-03-23
B086999VL6,15.99,15.99,15.99,370112.125,500704,224387,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086999VL6.jpg,2020-03-23
B085XKRHYP,17.74,19.99,16.99,370255.5,545141,78205,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XKRHYP.jpg,2020-03-15
B089NDPX63,19.99,19.99,19.99,370814.5,470501,259553,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NDPX63.jpg,2020-06-03
B08697ZVRZ,14.98,14.98,14.98,371124.0,471927,252694,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08697ZVRZ.jpg,2020-03-23
B089NCW3QW,16.32333333333333,16.99,14.99,371900.1666666667,474279,258041,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NCW3QW.jpg,2020-06-03
B089NBJSLN,17.99,17.99,17.99,372705.6666666667,474932,258857,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089NBJSLN.jpg,2020-06-03
B0866VF7RS,15.99,15.99,15.99,373699.125,511638,192923,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866VF7RS.jpg,2020-03-20
B089MBVXDX,18.49,18.49,18.49,374284.1666666667,478573,259053,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MBVXDX.jpg,2020-06-03
B086D78CFL,18.49,18.49,18.49,375066.5,471978,266755,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086D78CFL.jpg,2020-03-25
B086BQLGFC,19.99,19.99,19.99,375309.6666666667,427137,320139,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BQLGFC.jpg,2020-03-24
B086CQQJPN,18.99,18.99,18.99,375432.0,1288808,113252,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CQQJPN.jpg,2020-03-25
B08694595B,14.646666666666667,14.98,13.98,375525.1111111111,429692,318963,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08694595B.jpg,2020-03-23
B085SV34WT,17.89,17.89,17.89,375932.6,405273,345992,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085SV34WT.jpg,2020-03-11
B0869DDD1K,26.99,26.99,26.99,377252.22222222225,653319,98340,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0869DDD1K.jpg,2020-03-23
B085STCQW6,15.47,15.95,14.99,377298.5,663158,62832,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085STCQW6.jpg,2020-03-11
B085ZQ2VL3,18.49,18.49,18.49,378016.375,583905,85092,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085ZQ2VL3.jpg,2020-03-17
B089N1TT26,20.656666666666663,21.99,17.99,378041.6666666666,479087,264612,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089N1TT26.jpg,2020-06-03
B085WRLMYM,17.99,17.99,17.99,378090.6,400014,356528,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085WRLMYM.jpg,2020-03-13
B089MKMT3R,16.95,16.95,16.95,378888.5,480457,266425,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MKMT3R.jpg,2020-06-03
B0865VFJNH,19.99,19.99,19.99,378962.0,420816,333310,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0865VFJNH.jpg,2020-03-20
B089N59ZYX,18.49,18.49,18.49,379493.3333333334,476554,267734,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089N59ZYX.jpg,2020-06-03
B089MZ8WHV,13.95,13.95,13.95,379554.6666666667,476926,268249,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MZ8WHV.jpg,2020-06-03
B089LCR3B7,18.49,18.49,18.49,379653.8333333333,481598,268047,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LCR3B7.jpg,2020-06-03
B089MY97KD,13.3,13.3,13.3,379678.3333333333,480386,266316,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MY97KD.jpg,2020-06-03
B086CV2BR3,17.95,17.95,17.95,380166.6666666667,432373,328558,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CV2BR3.jpg,2020-03-25
B085R6STWL,17.95,17.95,17.95,380641.0,416584,328273,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085R6STWL.jpg,2020-03-10
B089MNWY1N,13.99,13.99,13.99,380751.8333333334,481099,267344,0.0,0.0,0.0,https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MNWY1N.jpg,2020-06-03
